x,y,label
8.731733353633917,-4.1578428753547705,0
8.333779376289318,-3.5229019022672854,0
5.939005443792228,-3.8756028283301656,0
8.617213108329276,-1.855025638603066,0
6.835206994728074,-5.574640992247739,0
9.150997383887123,-3.041317749946029,0
6.640334213415895,-3.5799908079708023,0
8.502087898311089,-3.8149965042595566,0
6.76508347069888,-4.736919470142528,0
8.33354158137398,-3.246772693841776,0
7.795321816711758,-4.419814129540507,0
8.317953718874973,-3.898598656007811,0
7.258066993826129,-4.601494484217511,0
6.521901554261288,-5.44532759113995,0
8.63228996099646,-3.6237574219582465,0
6.612293179613435,-5.891125238542183,0
7.500067128819153,-4.240916431807848,0
9.148360679765716,-3.945981833838699,0
5.280519853150847,-5.430581559744427,0
9.007175407502917,-3.7148078313689212,0
7.2048937355193825,-3.9013924916137674,0
8.764866369040218,-3.0227811775945135,0
6.923377126349848,-3.34806768867079,0
6.847163561335326,-3.061893751906286,0
5.676858871321754,-6.1486839626280405,0
6.927663804200811,-3.2081131261397244,0
6.124447625194964,-4.124759732528558,0
8.234059957211032,-5.036708412547973,0
7.028189538953593,-3.6917773696507528,0
7.536548437754227,-5.625434822525106,0
7.732642168596579,-4.299030790787469,0
8.430878834605874,-3.7791521578421103,0
8.893078234355093,-2.972062153923976,0
8.570116214780112,-5.046167546233593,0
9.201050303344786,-3.7711488625943517,0
10.368335367777323,-3.5130672194742614,0
7.799299558443192,-4.420547066384073,0
8.228744111512999,-2.942374520408004,0
6.999207284056245,-4.013408925238063,0
8.09039678212666,-1.9856819025181287,0
7.906211028501987,-2.88911410504058,0
8.689458404057005,-3.459821507561918,0
6.461331711965949,-4.564918748856695,0
8.156901668423098,-5.546052878074486,0
7.531263904694942,-4.381102076885522,0
7.352685473920462,-4.663569180073278,0
9.80070726991439,-3.562013430951689,0
7.992959032963923,-3.751079348783856,0
7.95136672657356,-4.987016201340992,0
7.463961465630414,-4.031288745514147,0
7.044399815670081,-4.480969862841164,0
7.465853674612667,-4.444457384687192,0
7.463028944967613,-3.1496599931165203,0
6.200199624926585,-4.735505875476716,0
6.234265921573836,-5.144746473988864,0
9.070342343556241,-3.7395389280151594,0
9.04300144194371,-5.159157898167799,0
7.2757278676568875,-4.09075148019962,0
8.851181556510445,-2.4771647804246095,0
9.68435494000866,-2.5945282451848084,0
6.5539134394919625,-5.413196984995784,0
9.480526735903025,-4.255474493087762,0
6.558431176918036,-3.162118190316124,0
7.96807895240452,-3.7835456860822636,0
10.046636160215254,-2.4864786505831407,0
10.293004821313852,-4.184556850424827,0
7.287761361435588,-4.2277488537870545,0
7.520431214918903,-3.849190900301699,0
8.09650460962624,-4.741939316917174,0
7.812328060394875,-5.701470664248704,0
7.59875175252697,-3.496850834906714,0
8.622150287528763,-4.897912067674061,0
7.253714740857245,-4.761618173641185,0
9.1759021791039,-4.3470696884443685,0
8.078546994977733,-4.384591697616877,0
8.777609504222246,-4.338182309030007,0
8.15000458319761,-3.398792444395559,0
8.625098318734997,-3.6496076029045934,0
8.934610961797498,-2.2452552191017254,0
8.018803225733,-3.6361119659472223,0
8.138187045692767,-4.345033194193821,0
7.646378732247415,-5.023178982860013,0
8.073850112384328,-4.165644309622806,0
8.735725775065536,-2.2276206876392664,0
7.817044279425708,-3.305358796875784,0
8.57372928846453,-4.4419254623510955,0
6.124090891268278,-6.30299652815817,0
7.15113552559105,-3.5348568795318007,0
7.078050073151579,-4.167544427045836,0
6.811563378565937,-2.6985578411684084,0
7.628058298747556,-4.48720467936793,0
7.398025143948493,-3.4215332678631385,0
6.834479110781673,-5.730593915781667,0
7.831968933949889,-3.5452959569683773,0
8.97564380721784,-4.154190683810596,0
8.108373224819378,-3.1581014374514575,0
7.551940482016372,-3.8792218624049646,0
7.825074860816052,-2.904424799166163,0
8.72559895871245,-3.9468738352636903,0
6.308756024599545,-5.386833061232071,0
7.810175675468272,-4.646557756589902,0
5.8015356286569,-5.405668985148909,0
7.267268209017242,-3.875550260668996,0
